Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1wVuPmvt6AWvTL5W2GJnzZ,"0du5cEVh5yTK9QJze8zA0C","Talking to the Moon","Doo-Wops & Hooligans","Bruno Mars",2010-10-05,217866,79,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-29T13:24:31Z,"dance pop,pop",0.498,0.59,1,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867,4
32RxZnEk5KyWUTZR4azxbD,"3PhoLpVuITZKcymswpck5b","Can You Feel the Love Tonight - End Title","The Lion King: Special Edition Original Soundtrack (Swedish Version)","Elton John",2003-01-01,241253,62,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-14T23:17:17Z,"glam rock,mellow gold,piano rock,rock",0.313,0.275,10,-12.501,1,0.0326,0.887,0.0003,0.11,0.148,124.085,4
2nC3QhMI9reBIOWutbU3Tj,"6P5NO5hzJbuOqSdyPB7SJM","Moral of the Story","Moral of the Story","Ashe",2019-02-14,201083,75,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-14T23:17:17Z,"alt z",0.572,0.406,10,-8.624,1,0.0427,0.587,0.00000448,0.102,0.265,119.812,4
5Nm9ERjJZ5oyfXZTECKmRt,"2wY79sveU1sp5g7SokKOiI","Stay With Me","In The Lonely Hour","Sam Smith",2014-05-26,172723,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-10T13:04:10Z,"pop,uk pop",0.418,0.42,0,-6.444,1,0.0414,0.588,0.0000639,0.11,0.184,84.094,4
4nVBt6MZDDP6tRVdQTgxJg,"4AK6F7OLvEQ5QYCBNiQWHq","Story of My Life","Midnight Memories (Deluxe)","One Direction",2013-11-25,245493,85,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-04T12:06:21Z,"boy band,pop,post-teen pop,talent show",0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,4
3HxRHokgkmIin0nFQ6sFMT,"6g3M5hDE0pkKyYHOGQbvxF","Heart of Stone","Heart of Stone","Sofie Demi",2023-10-29,252000,25,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-03T12:14:56Z,"",0.637,0.503,4,-9.623,0,0.0357,0.632,0,0.349,0.228,84.034,4
06R0AVKrZM91OJf1ubm80d,"6MDME20pz9RveH9rEXvrOM,1Xylc3o4UrD53lo9CvFvVg","Symphony (feat. Zara Larsson) - Acoustic Version","Symphony (feat. Zara Larsson) [Acoustic]","Clean Bandit,Zara Larsson",2017-03-16,216413,49,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-22T20:10:08Z,"pop,uk dance,uk funky,scandipop,swedish electropop,swedish pop",0.527,0.322,3,-7.146,1,0.0484,0.833,0,0.0962,0.344,82.631,5
0vwF1PVvU7EJpKKGRDgdaQ,"4EPJlUEBy49EX1wuFOvtjK,1YzaVDzA3EdEipDSUeNQER,4kBCXTJBl1aY9pDHONsjfr","Remember - Acoustic / Sped Up","Remember (Versions)","Becky Hill,Speed Radio,xxtristanxo",2022-10-21,154146,59,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-01-11T14:59:55Z,"pop dance,pop house,uk dance,uk pop,sped up",0.602,0.525,7,-6.765,0,0.0504,0.81,0,0.0943,0.548,136.932,4
2QZ7WLBE8h2y1Y5Fb8RYbH,"7n2wHs1TKAczGzO7Dd2rGr","In My Blood","Shawn Mendes","Shawn Mendes",2018-05-25,211360,76,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-10T13:04:01Z,"canadian pop,pop,viral pop",0.622,0.712,5,-7.321,1,0.066,0.0573,0,0.13,0.487,140.025,4
6XRNCAnxJIB1p4RPdFVSq0,"2WX2uTcsvV5OnS0inACecP","People Help the People","Birdy (Deluxe Version)","Birdy",2011-11-04,256236,59,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-10T10:49:18Z,"neo mellow,uk pop",0.407,0.308,10,-9.001,0,0.0296,0.778,0.0000146,0.092,0.153,73.254,3
550rQQCGkrTzvp4SfpOPzx,"26AHtbjWKiwYzsoGoUZq53","Hallelujah","A Pentatonix Christmas","Pentatonix",2016-10-21,268960,68,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-09T15:43:13Z,"a cappella,viral pop",0.322,0.377,7,-7.385,0,0.0356,0.454,0,0.338,0.366,118.669,4
1mea3bSkSGXuIRvnydlB5b,"4gzpq5DPGxSnKTe4SA8HAU","Viva La Vida","Viva La Vida or Death and All His Friends","Coldplay",2008-05-26,242373,88,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-10-31T00:54:33Z,"permanent wave,pop",0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4
4TRL1Y8sOR54I3AvRzUZHk,"3cdI6SvJ24KsOcvYyBwH9c","we'll be fine","we'll be fine","Luz",2020-06-19,262960,0,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-26T22:33:53Z,"alt z,gen z singer-songwriter,irish pop",0.563,0.382,10,-11.138,1,0.0404,0.748,0,0.0714,0.197,120.802,4
5GZEeowhvSieFDiR8fQ2im,"14r9dR01KeBLFfylVSKCZQ","9 Crimes","9","Damien Rice",2006-11-06,217946,62,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-09-28T14:14:48Z,"irish rock,irish singer-songwriter,neo mellow,singer-songwriter",0.346,0.139,0,-15.326,1,0.0321,0.913,0.0000773,0.0934,0.116,136.168,4
1mXVgsBdtIVeCLJnSnmtdV,"2wY79sveU1sp5g7SokKOiI","Too Good At Goodbyes","The Thrill Of It All (Special Edition)","Sam Smith",2017-11-03,201000,87,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-22T20:12:53Z,"pop,uk pop",0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,4
4aY0tZIaboefmkBEsjAovI,"75FnCoo4FBxH5K1Rrx0k5A","If I Die Young","The Band Perry","The Band Perry",2010,222773,65,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2021-12-31T05:44:44Z,"contemporary country,country,country dawn,country road",0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,4
3CKCZ9pfwAfoMZlMncA1Nc,"4dpARuHxo51G3z768sgnrY","Set Fire to the Rain","21","Adele",2011-01-19,241693,1,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-19T13:26:27Z,"british soul,pop,pop soul,uk pop",0.61,0.683,2,-3.879,0,0.0253,0.00382,0.00000179,0.125,0.466,108.003,4
7ujPz9MmrpkUaPs7Ii72IG,"6VUONmRFYO8adutnLKVHVO","Last Minute","Last Minute","Spaak",2021-11-12,236322,38,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2021-11-15T09:42:12Z,"",0.58,0.152,9,-16.002,0,0.0333,0.808,0.944,0.0785,0.0848,129.996,4
21TcDbGosp7w9YhTjOszgA,"7n2wHs1TKAczGzO7Dd2rGr","Imagination","Handwritten (Deluxe)","Shawn Mendes",2015-04-14,217773,76,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-10T13:38:14Z,"canadian pop,pop,viral pop",0.64,0.455,0,-5.942,1,0.0247,0.0743,0,0.0694,0.333,89.948,4
